Shashank Sahu| Bhupendra chaubey you are the dumbest guy in the world, And because of you we make jokes on media.Or maybe you are doing this for publicity or trp.
Partha Roy| pathetic and downright offensive questions from Bhupendra Chaubey, feel sorry for you.
Basil David| Nice answers by Sunny Leone, she is smarter than Bhupendra......she was , she is & she will be the most loved person in Bollywood....and some1 plz ask Bhupendra who all his viewers are?
Tushar Banekar| tu aapni biwi ke baare main soch......... she might be regretting marrying you! ........ you r an item boy
rasagna| Bhupendra Chaubey sums up what is wrong with the today's media. Pathetic host, he does not say porn but implies porn in every stupid question.
Linda Taylor| Okay, so this Chaubeyji just proved to be the biggest fool in the country with this interview. Insensitive and condescending, this man kept interrupting her all the while. Kudos, Sunny to keep that smile intact :) This man tried to force her to talk about porn and nothing else. Indians are a rebellious kind, man. When there was a ban on porn, tabhi zyada porn dekha gaya tha. Did you ever stop to consider the fact that once the ban was lifted more and more people went looking for porn? Do not blame Leone, blame the silly decision of banning porn in the first place and bringing more attention to it. I really wish we could give you answers in points to all the disturbing and passive aggressive questions that you asked her.
srinivas shenoy| immense respect sunny leone, she should get a award for answering bhupendra ridiculous questions and having the patience to sit through whole interview.P.S: Bhupendra Chaubey stop being hypocrite. And no viewers are asking the question, if you want to ask the question please do so but don't make us look as inept as you!
rishabh khuda| change your attitude peoples towards the person by judging him/her by their pasts.
Shivangani Dhawan| My respect and admiration for Sunny Leone just increased by leaps and bounds. Thanks to this interview.
Tushar Banekar| yaar ye journalists log itna bak bak Q karte hai........ how come these nonsense people become journalists?...... ask him if how many times he watch her on internet.......... idiot !
R LekshmiNarayanan| Honestly.. You are an awesome and a brave woman...
Prasin Tamang| He tried to copy paste Arnab Goswami's Frankly Speaking, but he has failed miserably!!
Siddharth Garg| Amir Khan should do a movie with her after this interview :)
Ashughost Yadav| Why mocking reporter ,its what most people think, he just asked what people want to see in interview.
Sephali Patasahani| what a asshole this guy is!!
vidya sagar reddy| he s moraan
chaitrali dev| The interviewer is SICK and a big looser. Maybe he's PMSing. 😂😂😂😂
Pankaj Mehta| Muslims ko Pakistan bhejne ki baat krne walo isko v Wapis America bhejo, No comment about Interviewer ye log to Paidaishi chutiya hote hain...Koi 1 movie nhi hai iski jisne Adult Movie k Certificate na liy ho, Ketrine Kaif v to hai india mai c is also from European country, ye aai hi Bollywood ko Porn Industry bnane k liye hai..
Smit Keniya| Such a dumb fuck hypocrite sexist orthodox bald asshole
Vnuz Mdk| such a cheap interview.... that fucker interviewer should have been slapped.
Dilshad Sikander| he should take classes to learn how to interview somebody. its doesnt matter what kind of profession she is in its not way to talk a woman he is sooooo rude.
Aditya Sharma| Jesus Christ!!! This journalist is loaded with shit.. Look at the way he's looking at her, as if she were a criminal.. He keeps trying to get her to admit that she's ashamed of her past life, but boy, Sunny rules the day.. She's smacked Mr. Bhupendra Chaubey all over... Do hell with all those politicians, they're themselves caught watching explicit content in the Parliament and Vidhan Sabhas.. And how can one even mention to Sunny that porn has seen a substantial rise in terms of viewership in the country since she came to the Bollywood!!! Gross!!! Go get a life Mr...CNN-IBN needs to shit-can this man immediately for his biased and sexist mindset...
Vishal Aradhye| she just kicked his asss... Thumbs up Sunny !
Himani U| Seems like he has zero manners and absolutely no idea of how to conduct a social exchange let alone a proper interview.
ankuraish| what a woman!  Hats off!
Devajani Borah| The interviewer is bent on drawing a controversial statement from her. He's literally demeaning her. Such grace at answering those stupid questions. Such professionalism. Some classy PR work there by the actor!! Sunny 1 Chaubey 0
Vamsi Reddy| Bhupendra: im im im im im
Tanya Sahni| more respect for u now sunny!!
Gaurang Rishi| On behalf of taking name of HIS VIEWER, he has asked ridiculous questions.
ABHISHEK SHARMA| Shame on calling yourself journalist...Well done  Sunny
Samiul Haque| this journalist is nothing but a bull shit...!!!! our society is not so prone to break for her. this man should know that.............
Natalia Gogoi| What an asshole Bhupendra Chaubey is... He is deliberately offending Sunny Leone throughout the interview. But, hats off to Sunny Leone for your generous answers to all his stupid question. I am a huge fan of you Sunny & lots of respect to you. Lots of love_ Keep Shining :) Stay bold & beautiful as you are
Navneet Gummadi| this guy is a dick head
Vamsi Reddy| Bald bastard bhupendra
Kalyan Chakravarthi| Why is he so interested in her past why cant he talk about her success journey in Bollywood.
Karan Sharma| This interview is a proof that your profession and education has no relation with a very a uncommon thing that is COMMOM SENSE.Pathetic journalism
vinay vk| A f**king Moron, this fella, himself proving how bad journalism is. He feels like he is saint, and he doesn't know if you intentionally try to degrade someone by asking sarcastic degrading comment, than you are the one who is evil, not her.What I see here is that she is full of love and this MORON is full of hatred. You are not judging her, u idiot,  we as a audience are judging you now. I cant even watch the full interview, it feels bad even watching such hatred. A Pig, he is.
Ravi Vasu| This mother fucker is being morally corrupted.
Landscape Films| Bald bastard Bhupendra is one of creepiest guy guy i have come across my life…Asshole where the hell yo got all those fucking statisticsPeople please comment below your views and lets show this Bhupendra bastard we don’t Have such a low level and all that accusation that he is making is all from his sick mind…Sunny loved the way u Handled this sick Bastard ….
Debraj Das| This guy is such a condescending jerk! Sunny handled it so elegantly. But oh boy... this guy!! Such a sham! He deserves one tight slap! Where is he from? Does he call himself a journalist? This guy represents the regressive , uneducated, chauvinistic male all around the world. Go fuck yourself fucktard !!
Tyrion Lannister| For Fuck sake India is a democratic country and anyone can do anything as long they r not hurting others r going against the constitution. She was a porn star in the past. That's it. There r thousands of jerks in India who hide their BLACK MONEY in overseas, No one gives a damn fuck about them. This is retarded journalism man.
ning keishing| asshole  bhupendra .....you motherfucker!!!!
ning keishing| asshole  bhupendra .....you motherfucker!!!!
saurabh gupta| lol, it shows @IBNLive  Anchor Bupen didnt did homework, and wanted sunny to regret and cry for being a pornstar ,... idiot lol
mubstep ss| Crap-useless questions. Brliinat answers.. I thought CNN-IBN make quality shows and hire quality people... IBN seriously??? Shame. Its her life. Her wish, Mr. Dumb.. Ch***** Chaubey ..
KTM R| She is very cnfidnt and smart.....reporter should learn frm her
Nisha Bhatt| That baldy son of a bitch!
Aiden Pearce| kaisa jhatu interviewer hai .. aisa madarchood logon ko jail me daalna chahiye... Sunny doesn't have to answer such sick questions... this bald fuck needs a dick in his ass
Moasanen Longchar| Baldy Asshole..i wonder if you also researched all her movies before interviewing her huh!!! Prick Bhupendra Chaubey!!!
Deepanjan Dutta| Thank You Aamir Khan for raising your voice against this fucktard.
Swapnil Narendra| Chaubey Ji, you are a journalist. Grow some balls to ask the questions you actually want to ask, instead of beating around the bush. Or better, become an intern again and learn how to interview a person.
Kiran S| No wonder they call them PRESTITUTES. Shame to the interviewer (4th  pillar seriously???)
siddharth anand| Sunny Leone R.E.S.P.E.C.T
Ritu R| Such a shame! I would have walked out if i was her. Liked how she kept her cool all the time
parthiban beem| One of the stupidest interviewer! What an asshole!
Shreya Oruganti| This is so ridiculous. Why would you enforce your ideas and opinions onto someone. The exact same questions are being reframed again and again. This is NOT what healthy journalism looks like!
divya goyal| You are my hero, Sunny.
bhakti savla| omg her answers are just on point dude! screw the interviewer!
Toufiq Mirza| This is Bhupendra, he's an idiot.Don't be like Bhupendra :D
sharad kumar| Another low for CNN IBN.Please go after the rapist who was set free in Delhi not after a vulnerable harmless girl.And ChaubeyJi,Whats that one thing that you would like to change in your past..so that you can undo the joke you have become in a day.Think it over.
KEnny38064| I m sure this guy jerked off all day after this interview. hahahaha
vishuagarwal10| what a jerk interviewer is.. I hate it when journalist asks what they feel like and be a jerk and blame it on viewers, industry, nation and what not.. kambal maar hone chhaiye Aise logon ki..
pankaj malik| What an ASS
Mansi Agarwal| 10/10 to Sunny ... She is bravoLot of respect to her :)
Swapan Singh| what a stupid man he is
mesh415| She is so classy and erudite and he comes across as such a cheap scandal mongerer!  I can't believe he is supposed to be the journalist here.
Dev Panda| 12:49 Shot him right through his heart.14:46 Making sure he rots in hell.
Abhishek Kumar| Sunny! You are amazing. Hats off t you. BE PROUD OF WHO YOU ARE. NEVER REGRET ...... We need people who take responsibilities for their actions and don't blame others for their bad or make excuses. I love you............  GREAT CHARACTER.
parikshit salaria| such a douche bag.... sunny rocks #loveyoualways
Anmol Kukreja| Ashamed that india's morality is defined by creeps like him...Such a jerk
ruddinfhd| This is disappointing, this guy should be interviewed about his past. If she has graduated from Adult entertainment to Bollywood, it is purely on her talent and decisions. Why keep on asking her about her past and not focus on her future!
Kaushik Rajborah| more respect to sunny.... hopeless journalist, complete idiot
prasad shetty| such a jerk.. fucker can't even do a decent research india is 3rd in the no. in watching porn and this episode will give him get the maximum hits on youtube thanks to sunny Leone and guess what it was not because of sunny Leone's body but due to chaubey's lack of common sense and etchics
Nishant Mudgal| "..Just like you're paid to sit and talk to me, I'm paid to sit and talk to you". Hahaha what a tight one across that idiot's face :P
Vibs| One thing that came out of this interview which I never realized before is that my Lovely Sunny Leone is having a very nice Emotional IQ ;-)
nipjoyin| Chaubey tum panditayi karo, tum se na ho paega
Tejas| this guy is a dick, hats off to Sunny to face it head on.. this interview is everything wrong that there is.. he said he is afraid that he may get morally corrupted in her presence! this guy is time and again alluding that his morality is in his pants..!
Garry M7| 17:43    WHAT THE FUCK???       HOW CAN YOU SAY THAT???
nipjoyin| Ghatiya anchor
Mohammed Ali| Beta ye America ka paani peeke aayi hai ......... Keh ke legi teri
aditya shankar| Okay. So this bald dickhead needs to get hit by a Bus ASAP
Christopher Pm| Hey Sunny. I love you. Hope thats the best comment to show my respect.
Vibs| I know that most people are criticizing interviewer, however interviewer here just played 'Devil's Advocate' or role of people of screwed / limited mindset because of their highly conventional and isolationist upbringings. I will request people to stop targeting interviewer's mentality as its his job to play such roles. See the positive side, I got one more video (thanks to twitter and facebook trends) of beautiful Karen (sunny) which I would have otherwise missed if there would have been nothing controversial ;-)
Jonjon Jon| Bhupendra chaubey jealous of Sunny's success...what an asshole.
Kapil Singh| looks like chaubey wants to improve his own trp by targeting sunny but his aim is wrong..
Srinivas Ramajayam| Bhupendra Chaube is a shame to our country. You rock, Sunny.  You handled this mcpig wonderfully.
p. yogesh| it doesn't seems like an interview, it looks like he just wants to torture her with his pity questions...
Akshay Chan| Bhupendra should be sick of himself. #Chutiya of #India #AProudOne
Karthik Nair| Such mature and intelligent answers! Sincerely hope she gets actual better quality movies in the future.
silent killer| such a low from prestitutes
D Kalita| Let her speak you moron...and i think he never did his homework even in primary school! What a loser this Chaubey.
Srijit Bhattacharya| my respect for sunny keeps growing everyday, how calmly she handled this jerk.
Samrat Roy| These bastards raise issue of intolerance in India and can't tolerate someone from adult industry making it into mainstream entertainment industry. Nonsense journalism. He just wanted to shoot to fame. Motherfucking bastard
Cosmos S| I wonder if this is scripted.
Bhawan Agarwal| Chaubey ji, Chhabey ji banne chale, aur Dubey ji reh gaye..!!
Bhartendu Vimal| Now I realize why Chaubey ji not got promoted to Rajdip's place when he quit!!! Great decision @IBNLive
Kiran  Kumbhar| what a jerk!! first no one should be held back or looked down upon because of their past and this guy has the need to repeatedly bring her past in the conversation. she is obviously an actor, otherwise she wouldn't be sitting there promoting the movie she acted in. also about the porn statistics, we became no.1 because of the ban, people became more curious to find out about it because of the ban. also this guy is acting as if he has never seen porn in his life. kudos to sunny for keeping up with his shit, if it were someone else, they would have gotten up and walked away.
June 30| THIS IS PROBABLY THE WORST CONDUCTED INTERVIEW I'VE EVER SEEN.
Sravan Karusala| Hypocratic dumb questions by hypocratic media person.smart and honest answers from sunny leone.you won the hearts sunny..ur awesome 👏 👍
KrishnaKant Bajpai| Bhupendera Chaube is simply obnoxious and confirmed my opinion about him that he is an asshole and an out and out hypocrite he must have been masturbating watching porn, because he just cant get away from porn. This lady rocks. She is much more successful and much more competent than this super moron is. Shameful creature trying to corner Sunny and in the process looking even more idiotic and pervert.
ambitesh gaur| Well...talk abt pressitutes as well? Why grill someone on past?
Duke Sharma| he is a fucking idiot
sudarshan ch| kudos to sunny...i proudly great fan of u....
Panchi Changkakoty| Such a PIG with absolutely no morals about how to talk to Sunny as a lady, talks about being morally corrupt...he doesn't even deserve to have chat with with her .
archilicious r| just loved it when she said 100% would have been porn star even when time rewinds back. she is whatever today coz of her first career and let her b proud of that.
Madhur Gupta| She didn't regret what she did as a Porn Start. And I respect her for that.
Pankaj Agham| respect to sunny  has increased ... she is right that it's not in our hand to change one's  thinking... interviewer is the real thread to society ...
Shalini Singh| What a looser this pervert is .... Sunny you rocked the show
Syed Mohammad Ali| takle...
nikhil gupta| u fucking peace of shit who gave u the right to insult her like that huhhh u bald moron
Yash Gada| Hats off to sunny. Brilliant answers to the stupidest question. What A jerk!
Swapnil| He had chance to spend time with brillant personality. But this jerk totally wasted it.
Shehzad Irani| god what a press-titute.. he is a guy who was paid to do these questions which are plain wrong. He had no class, no understanding of the subject, no facts nothing. just went barging in.. he was easily out-classed.
Dr_sateesh kumar raju. somalaraju| what kind of journalism is this? trying to insult the guest... but hats off sunny leone.. u literally roasted the taklu...
Sachin Kumar| you have enough money to spend a good life now so leave this life and go to spend a good life
Sachin Kumar| maine bhi garibi dekhi hai lekin main ye to karne nahi gaya achhe or bure ki choice sab ke pass hoti hai lekin tumne paise kamane ke chakkar me buri baat chuni
Praveen Mishra| every thing is scripted just for her upcoming movie.
Sachin Kumar| Acting to aati nahi to yahi sab karogi or tere saath dene wo do randawe kahaan gaye tushaar or uski bahan dono saale ek no ke randi or randawa hai .apne baap ka naam khaarab kar rahe hai
Shivani Nilangi| Bhupendra is such a retarded jerk.You slay, Sunny!
Sachin Kumar| this interview just a publicity stunt or nothing else
timepasstime| man.. I like sunny Leanne now.. she's awesome.. loved her calm.. n also how she looks at life.. thumbs up for her..thumbs down for that Bald Ass.. for portraying Indians as dick heads..
Cyril Gupta| Chaubey, you are a total C*. Sunny Leone definitely deserves much more respect than you.
Sachin Kumar| achhi jindigi jina hai to ye sab chhod ke simple jindigi jio . Subah ka bhula yadi saam me aa jaye to use bhula nahi kahte
Heisenberg is my name| The number of dislikes in this video makes me happy. :) Sunny Leone is a rockstar, with all these professional answers to the idiotic questions.
Sachin Kumar| lekin aisa to karogi nahi mastizaade movie aa rahi to interview to degi hi kyonki publicity jo karna hai
Sachin Kumar| Achhi jindigi jine ke liye 5 to10 Crore kaafi hote hai ab to aisi movie banani chod do or jao simple jindigi jio
Yamin Haider| Bhupendra Chaubey is a disgusting asshole. the bald basterd needs the beating of his life. fucking pathetic, disgusting sonofabitch.
gauthmi ramesh| Comeon the choice of questions r not bhupendras alone.So blame the channel if u shd.But i think the questions  represent what or how most Indians think.But this ladys dignity rose above it all.Sunny ur attitude rocks
chaithra sunil| Such a hypocrite journalist... What was he trying to prove? And such lame questions!!!!
pooh4978| A typical male chauvinist trying to make a woman live up to the standards of this hypocritical society that we live in made of men like Chaubey. She is an absolute lady for handling the interview the way she did, and he is the example of an absolute hollow head who needs to be fired off of one of the leading news channels in the country.
sneha sahoo| Bhupendra Chaubey are nt u ashamed of yourself now . Despite so nice responses you are still asking silly questions .
Vajreshwari Bhat| really hats off to sunny for maintaining calmness n giving smartest of replies. the bollywood actors have a even bad past than what she has. atleast she is real n true n completely not ashamed of her past. Such a mature woman..👍👍👍  hell with such journalism.. 😠
Aman Bhardwaj| Mr.Chaubey,if you asked such disrespectful questions for your viewers or for TRPs,well, I'm sorry, no one's amused....Great attitude and good answers-Sunny Leone.
Apex Predator| suno re iss sunny raand k fans,bichari rape victim ko bhi accept karlia karo society mei,madarchodo
Sanjib Mazumdar| Great to see your comment Sunny and don't worry of these media. They are just jealous of your success and this channel only shows what brings more money to them. Their current is worst then your past. All the best in your career
Garima Pandey| He is so ugly and bald and fat and disgsuting and rude, he should not be there around a camera
Nagesh Rao G| this chutiya panwadi went ahead and wrote an article defending his stand during the interview,http://www.ibnlive.com/news/india/certainly-not-misogynistic-1192176.htmlHe says,"My interview was in the backdrop of India having become the top most consumer of porn and that the issues of censorship that are being debated today. An adult comedy being released without any cuts and several other films being given censorship certificates after several cuts having been imposed."Two things here - 1) He should be talking to the producer of the movie or the censor board if this is really his grievance. 2) This asshole who thinks that by talking to Sunny Leone he will become "corrupt", is now the moral custodian of this country?The real punchline of the article he wrote is when he says he should not be considered a misogynist because he has a daughter.  Well chaubey, wait for her to grow up and find out what a creep her dad was. Or who knows she would be demeaned by someone just like you did with sunny Leone here. And she won't be able to complain that day..
Rajani Singh| This anchor some bloody unknown Chaubey tried to insult Sunny during the entire show but eventually got his ass kicked. Chaubey is a classic example of Indian Hypocrites born out of ironies in our society. Shame on u Chaubey and shame on IBN Live.
Garima Pandey| OMG this jerk embarrassed the whole journalist fraternity, anyway big move to capture limelight by targeting Suuny. anyway nobody would have known you, you fool cant you see Bollywood and the entire entertainment industry accepting her like anything , she probably has the amount of work this "Bhupendra'' can only dream about
Himaan Singh| and there goes away another viewer of your channel ibn . keep up the good work :)
home1159| Indian Men not less then those poking aunty from neighbours
Pranav Kumar Ojha| very well handled interview Sunny Leone. Bhupendar is an asshole.
Sreeranga Rajan| What a f**king hippocratic creep! No moral or ethics. Sunny Leone should file a defamation case against this creep
Anonymous| Chutya takla saala
sun mech| Though she was pornstar,  she was elegant calm and classy twds her work.  Journalist was shattered by answers of sunny leone
Krishnendu Dhar| Btw..good interview between a sensible girl and idiot journalist :)
Krishnendu Dhar| Good job sunny. We are big fan of you. Best of luck your future.
Sudipta Sen| What an asshole reporter !!
Roopa Rao| sour ass loser!
Jonathan Clark| married women are feeling insecure about their husbands because of sunny leone?? This is the dumbest thing. This guy needs to be put some mental assylum not in a media channel.
Kamal Yadav| dummest journalist
Ankush Agnihotri| how the fuck can IBN let this happen... this stupid bald fuck should have his asshole stuffed with that bloody camera which he used to record this Bullshit with.
Neha Shetty| It's the most disgusting interview I have ever seen. The circumstances in her life that made her do some things in the past do not define her as a person. This asshole calls himself a journalist? Job of a journalist is to collect, write and spread that news which is true, not to pass judgements. You teaching her about morals? Go learn some first yourself.
vinny kumar| Ass **** bhupendrachaubey
sripriya sahu| Judgemental idiot!! what was the point of this interview? Making her feel guilty??
sahil pansari| never wrote a comment on yuotube but hindi main is madarchod ko bhigo ke maaro bc saala gaaliyan kam hai chutiye ke liye
Ansari Shah| Sunny nailed it..!!A women deserves respect irrespective of her background you Moron..Do u know the circumstances of her background?Who the fuck are you to judge her? Who the fuck made you journo?
Deepak kamath| salute Sunny's composure and the dignity and maturity that she answered the questions with !! on the other hand we have bald scum dogs moving around with mikes and cameras. mind you these people cover politics too ,  this only makes me laugh on what Masala do they add to news !
Amogh Madhukar| bhupendra chaubey ..u moron
jitendra meena| what an asshole host.....i really like sunny leone answers....but really "BANDY M DUM H".
Alekhya Das| Well done, Sunny! You fucking dissed that brainless Chaubey in the Meh-Boob studios, oops.
Ashish Ranjan| sunny nailed it.
Ravish Dave| A porn star shows how to tackle a presstitute :-)
Ajeet Mishra| good interview.. straight forward real question .
Harshit Garg| kya behuda sawal poovhe hain sunny ne bht ache jawaab diye sale ko
Karan Batra| Moron accidentally fucking himself
aditya sharma| stupid journalist
Adip Mehta| Makes you think about the things he must have done to get his own show... you know... SINCE HES A GIANT BALD MORON! Way to go sunny, you really handed his ass to him! Damn shes smart!
lokesh kumar| Mr. Chaubey,CORRELATION DOES NOT IMPLY CAUSATION!
Lavanya VELURU| i love her! i don't care about her past or BG! & i just love the way she handled herself in this interview! & I'm sure this guy could have asked same questions in more polite manner or in less offensive way!
rakesh roni| Hats off to sunny..Hopefully zcinemachannel will go through there part of work before carrying out such interview. questions can be framed in a better way I guess..
42Siren| @Bhupender Chowbey: You are an ASSHOLE ! @Sunny: You are probably one of the most matured actress in indian cinema.
Suraj kumar| Is this Interview is Fixed.????  promotion of movie Mastizade.?????
DarkKnight17july| @Sunny Respect@Bhup............   F*****O*****
kshitiz Rai| bad interviewerthumbs up sunny
Charuvi Lokare| "I can leave if you want me to"Bhupendra sahab, why didn't you just say no? Sunny seemed to have agitated your insecurities for you to have asked such questions.I'M MORALLY CORRUPTED by the ridiculous example of a journalist that is a definitive "threat" to ALL Indians seeing this.Learn something from Sunny, maybe? :) Good day.
Rishi Verma| His stupid ques will make stars like Amir work with her
sumit chahar| Somebody tell this penis headed douchebag that its not cool to use anyone's past against them. Not with fairer sex at least.
Nikhil Arora| dislike for the interviewer. like for sunny leone.
aishwarya krishnan| i feel so bad for the people who sat to edit this interview. Thank you Mr. Bhupendra for now i see Sunny Leone one of the bravest and strongest women in the industry!
seerat s| His questions were simply derogatory and off putting. He would never had asked such direct and disrespectful questions with similar implications to the likes of Priyanka Chopra. Loved Sunny's poise and calm. You go girl!
Rahul Desai| chaube you creep!
anjali presannan| Nw started liking her... surprised!! How she tolerated tis guy???
Zaid Syed| I believe the interviewer was just reflecting our "ideal" Indian morals in front of an "ideal" immoral female in the Indian society. He wanted to ask the questions that most Indians of his age group have in their minds and I think that's perfectly fine, although I think he should've been a little apologetic when she asked him if she should leave. Having said that, it's very scary to see the comments of Indian youth praising sunny leone while disagreeing with the interviewers methods. She deserves NO PRAISE whatsoever. N I m sure this is the same narrative that the sanskaari parents and the 'virgin' future-wives (that all these real hypocrites would hope for) would want them to have.
partha pratim Pandit| 1k dislikes. Lol. The ppl who dislike sunny bcoz of her past/present profession, I wonder if u r half as good as her as a human being. :-)
Vaishali| He's the Indian Tyra Banks isn't he...
Srishti Kapoor| you're gross, bhupendra chaubey! i want to see what happens with you when you question priyanka chopra or deepika padukone like that!
Dhawal Kothari| fire this guy or I boycott IBN
Abhishek| This guy Bhupendra is a fucking hypocrite and as it was obvious from the talk how he kept on emphasising on the past of Sunny, he is also an example of how Indian media presents the news to it's viewers.On the other hand, i'm impressed by the quick and witty replies of Sunny.
Sonali Singh| This man is nothing more than a shit. #respectforsunny
New Vain| Bhupendra Chaubey should be the one to GOOGLE  "Sunny Leone"  before asking such dumb questions again and again and again.
Kanchan C| proud of u Sunny and respect for u..
Harsh Srivastava| asshole interviewer
Kanchan C| at the end of the interview I have actually started disliking the interviewer..what dumb n rude questions..n sunny is brilliant, confident, smart, graceful n most importantly strong..this is the kind of confidence every Indian woman needs today..
Ikshaku Bezbaroa| the interviewer probably thought he was being witty, but he simply came across as a misogynistic pig. Done in very poor taste.
Ankit Dahiya| Biggest asshole ever!
Eddy M| Love Sunny's positive attitude and her kind nature :)That guy is a hypocrite asshole..idiot mofo :/
Karma You There Bruh?| Is this true Journalism?
CNB89| A so called journalist keeps taunting her by repeatedly calling her a "pornstar", implying it's something beneath him to interview her . AND the "pornstar" ends up explaining how basic statistics work and how irrelevant the questions on her political views are.I  am not really sure WHY he thinks she is the one "bringing down the standards".
The Unknown| Look all Indian whoever commenting here. This is *"Pre-Planned Interview"* to portray Sunny Leone as *Victim*.  This is mighty Public Stunt for the PROMOTION of the Movie *"Mastizaade"*.  This is FIXED-INTERVIEW. Mrs.Leone Already knew what question being ask in the Interview.
awenindoe| IBN might get higher TRp by firing this fuck...
Football showtime| cheap , creep and idiotic journalism
Mani| Is this a interview? I seriously doubt.
karan singh| bhupendra.. you're the ones who define hypocrisy in india. Insulting the modesty of a woman who loves what she does...i mean wat the F*ck is wrong with you. Well u say that she is the one causing Indians to be the largest consumers of porn but its the people like u who are causing indian to have a cheap mentality... way to go Karanjit kaur a.k.a Sunny leone.
The Unknown| Look all Indian whoever commenting here. This is *"Pre-Planned Interview"* to portray Sunny Leone as *Victim*.  This is mighty Public Stunt for the PROMOTION of the Movie *"Mastizaade"*.  This is FIXED-INTERVIEW. Mrs.Leone Already knew what question being ask in the Interview.
Anirudh| Way to go Sunny! This degenarate Chaubey does not deserve to be a journalist
Ravi Verma| well she is really intelligent in answering the question... beauty with brains and yeah you should not regret the decisions made cause the decisions made you what you are today and move on
Sandesh Bhat| this moron needs a jerk
rj circuits| There are many people so called Actors/Actress of bollywood, they never cares for our brave Soldiers even when they sacrifice there lives but look at the twitter how they are supporting such things. In India there are tonnes of talented boys and girls (Junior Artists) who want to be part of the Bollywood but nobody  (Director/Producer) cares for them. But WHY Bollywood directors/Producers are more interested towards PAKISTANI Actors/Actress???   because they might have Four legs.
Soutrik Nag| Sunny Leone isn't morally corrupting us journalist, people like you are!
ravi shekhar| we don't know what happened behind the screen SCRIPTED media,paid media
Nekdeep Bharganwar| This guy is so sick. He needs help. My sympathies.
AMIT MADDHESIYA| Bhoopendra you such a sick mental person.. How can u ask such shameless question to anyone... U r moron.. Beautifully replied by sunny.. 
Dushyant Singh| Extreme respect for sunny leone,#respect for the way she handled this sick mind ...!!!the guy needs to leave journalism
Shubham Sharma| What an inappropriate interview that was! All Respect to sunny leone for letting him interview her. Such an idiotic guy, standard guy. Come on dude .... get a life !!!
Alina Hasan| What an asshole. Taaliyan.I hope you get fired for this.
Siddharth Kumar| she's so cool ..woah I love her
Navket Jha| All of his questions can be shortened into this one:"You're a pornstar. Why did you join Bollywood as an actor?"
deepak thakural| This literate illiterate proved the fact again that no matter how much you study or how much big name you become, if you have learned and grown up the moron morals, you'll always be on the same ground. #IdioticMan #NOTaJournalist #IndiaNeedstoGroe
Akriti Singh| bhupendra....u think of urself as a great journalist...u r no less than a hypocrite urself....may be u make most of the contibution to India's biggest porn watching customers...journalist has to be neutral...and nt biased...go get a life...moron..
Sudhir Tatavarthi| A friend sent me this saying this interview will change the way India looks at Sunny Leone. And he was right.. Respect!! And the guy interviewing her, shame on him!!
Navket Jha| Everything wrong with Indian ideology summed up in one video.. more or less.
Maria Fayaz| i guess now ppl like her more n hate u 100 times more coz ur sucha pig face bhupendra. oops i might be disrespectin the pigs here
shwetha kishore| Yaaaay Sunny Leone !!! she was fabulous !!! in other news..'sabse bada chutiya' award goes to #bhupendrachaubey !!!
vinay sherigar| Chaubey sucks big time,  such cheap man he is
Akriti Pandey| I don't like her and probably will never like her and that's my opinion.If you asked Osama Bin Laden that does be care about people ? He would have said No I don't care I am just bombing and this made me famous.😂Some questions were too harsh for her I guess but you're responsible for your actions and I am glad that she didn't just take anything for granted.She actually spoke whatever she felt whether or not someone agree with her or not.
Really Angry| The Bald guy with the creepy smile shits all over the placeThe Sweet girl answers his every question with a smile on her faceThe Bald guy with the creepy smile then farts from his mouthThe Sweet girl She keeps her calm and she never gets loudThe Bald guy with the creepy smile loses his smile and goes homeA thumb in his arse another in mouth with a brain like as dumb as stoneAfter the outrage on the social media he tries to justify his idiocracyHe says, " I was trying to break her with my questions , look how smart i am you see ?"The Bald guy with the creepy smile never did he knowThat all this while he looked like a fool, a hairless bear in snow.:)
Subhranil Mitra| Bloody cocksucker this bald headed piece of shit. To all the ”Why do you think..." questions, i think the proper answer would have been "Cause you and your viewers are a bunch of medieval cunts"
Nasir Akbar| Bhupendra Chaubey::: the epitome of Assholenesssss.......
Varun Sood| interviewer is an asshole
Pratulya Singh| A perfect example of a journalist who is also a moron... Loser.
Debdip Bandyopadhyay| Chaubey tried his best to get something out of the interview,but he must have not imagined that behind that Innocent beautiful face there is one super smart lady.We should not blame chaubey for asking such direct questions, its his profession. If we are fine with what sunny Leone did in her past , we should be fine with what Chaubey is doing !
Amandeep Singh| he's a moron.....
Jay Jha| Bhupendra apni aankhe kholo, pure India ka theka tumne le rakha hai kya?, aur apni niyat saaf rakho jabardasti masala dalne ki kosis na kiya karo. It was very inappropriate.
Ayush Lohia| what an asshole he is!! Good replies Sunny..
Yogesh Sahu| 3 words....."AAP CHUTIYE HAI"
Samuel J| It is outrageous that this person is called a journalist.Shameful.
Karn Gupta| bhupendra chobey ur name only says that you r BC... U SHD FUCK URSELF befr askng her such disgusting questions. dnt u wtch porn in ur bed tym. looser. u r one of those who do evythg fr mony.. sunny is way too better thn u..
Karthik Sekar| lol this interviewer will be one of the first persons running for tissues while watching her movies. fk shit dosent know what to ask.
Samuel J| The interviewer Mr.Bhupendra Chaubey is a perfect @ssh0le
Saket Sharma| i want to know who are his viewers he keeps bragging about in his interview?
